TaxonID	ToxinCarriage(icon)	ToxinCarriage	ToxinCarriage(n)	Mapping_of_original_species_names_to_new_names	LabelColor	
Klebsiella_oxytoca_strain_2880STDY5682554_NZ_FKYX01000001_gene_copy-1	+	Positive	1	740	#000000	
Klebsiella_oxytoca_strain_2880STDY5682534_NZ_FLAA01000044_gene_copy-1	+	Positive	1	741	#000000	
Klebsiella_michiganensis_strain_2880STDY5682685_NZ_FKZF01000018_gene_copy-1	+	Positive	1	742	#000000	
Klebsiella_oxytoca_strain_2880STDY5682786_NZ_FLAI01000006_gene_copy-1	-	Negative	0	743	#808080	
Klebsiella_grimontii_strain_06D021_NZ_FZTC01000044_gene_copy-1	+	Positive	1	744	#000000	
Klebsiella_michiganensis_strain_KCRI-40_NZ_OVDX01000122_gene_copy-1	-	Negative	0	745	#808080	
Klebsiella_oxytoca_strain_NCTC13775_NZ_UGJO01000002_consensus-1	+	Positive	1	746	#000000	
Klebsiella_oxytoca_strain_NCTC13775_NZ_UGJO01000002_consensus-2	+	Positive	1	747	#000000	
Klebsiella_oxytoca_strain_NCTC11691_NZ_UGJS01000001_consensus-2	+	Positive	1	748	#000000	
Klebsiella_oxytoca_strain_NCTC11696_NZ_UGJT01000003_consensus-1	+	Positive	1	749	#000000	
Klebsiella_oxytoca_strain_NCTC11696_NZ_UGJT01000003_consensus-3	+	Positive	1	750	#000000	
Klebsiella_oxytoca_strain_NCTC11696_NZ_UGJT01000003_consensus-4	+	Positive	1	751	#000000	
Klebsiella_oxytoca_strain_NCTC11696_NZ_UGJT01000003_consensus-5	+	Positive	1	752	#000000	
Klebsiella_oxytoca_strain_NCTC11356_NZ_LR133932_consensus-1	+	Positive	1	753	#000000	
Klebsiella_oxytoca_strain_NCTC13727_NZ_LR134333_consensus-1	-	Negative	0	754	#808080	
Klebsiella_oxytoca_isolate_Klebsiella_oxytoca_MC1_NZ_CAAKNQ010000002_gene_copy-1	+	Positive	1	755	#000000	
Klebsiella_grimontii_strain_NCTC9146_NZ_LR594038_consensus-1	+	Positive	1	756	#000000	
Klebsiella_grimontii_strain_NCTC9146_NZ_LR594038_consensus-2	+	Positive	1	757	#000000	
Klebsiella_michiganensis_isolate_SB9_NZ_CABEJA010000074_gene_copy-1	-	Negative	0	758	#808080	
Klebsiella_michiganensis_isolate_SB4934_NZ_CABEJB010000001_consensus-2	-	Negative	0	759	#808080	
Klebsiella_pasteurii_isolate_SB3355_NZ_CABEJD010000023_gene_copy-1	+	Positive	1	760	#000000	
Klebsiella_michiganensis_isolate_SB2908_NZ_CABEJE010000019_gene_copy-1	+	Positive	1	761	#000000	
Klebsiella_pasteurii_isolate_SB6410_NZ_CABGGO010000028_gene_copy-1	-	Negative	0	762	#808080	
Klebsiella_spallanzanii_isolate_SB6411_NZ_CABGGS010000012_gene_copy-1	-	Negative	0	763	#808080	
Klebsiella_pasteurii_isolate_SB6409_NZ_CABGGP010000001_gene_copy-1	-	Negative	0	764	#808080	
Klebsiella_pasteurii_isolate_SB6407_NZ_CABGHD010000001_gene_copy-1	+	Positive	1	765	#000000	
Klebsiella_spallanzanii_isolate_SB6408_NZ_CABGHF010000006_gene_copy-1	-	Negative	0	766	#808080	
Klebsiella_huaxiensis_isolate_SB6422_NZ_CABGGW010000023_gene_copy-1	-	Negative	0	767	#808080	
Klebsiella_huaxiensis_isolate_SB6421_NZ_CABGGQ010000001_gene_copy-1	-	Negative	0	768	#808080	
Klebsiella_pasteurii_isolate_SB6415_NZ_CABGGT010000016_gene_copy-1	+	Positive	1	769	#000000	
Klebsiella_pasteurii_isolate_SB6420_NZ_CABGGY010000023_gene_copy-1	+	Positive	1	770	#000000	
Klebsiella_pasteurii_isolate_SB6414_NZ_CABGHA010000012_gene_copy-1	+	Positive	1	771	#000000	
Klebsiella_pasteurii_isolate_SB6416_NZ_CABGGR010000019_gene_copy-1	+	Positive	1	772	#000000	
Klebsiella_pasteurii_isolate_SB6424_NZ_CABGGX010000034_gene_copy-1	+	Positive	1	773	#000000	
Klebsiella_pasteurii_isolate_SB6417_NZ_CABGHE010000008_gene_copy-1	+	Positive	1	774	#000000	
Klebsiella_pasteurii_isolate_SB6423_NZ_CABGHB010000037_gene_copy-1	+	Positive	1	775	#000000	
Klebsiella_pasteurii_isolate_SB6413_NZ_CABGGV010000011_gene_copy-1	+	Positive	1	776	#000000	
Klebsiella_pasteurii_isolate_SB6412_NZ_CABGHC010000001_gene_copy-1	+	Positive	1	777	#000000	
Klebsiella_oxytoca_strain_4928STDY7071294_NZ_CABGIA010000042_gene_copy-1	-	Negative	0	778	#808080	
Klebsiella_michiganensis_strain_4928STDY7071300_NZ_CABGIC010000087_gene_copy-1	-	Negative	0	779	#808080	
Klebsiella_michiganensis_strain_4928STDY7071335_NZ_CABGII010000101_gene_copy-1	+	Positive	1	780	#000000	
Klebsiella_grimontii_strain_4928STDY7071291_NZ_CABGKG010000012_gene_copy-1	+	Positive	1	781	#000000	
Klebsiella_michiganensis_strain_4928STDY7071306_NZ_CABGKN010000073_gene_copy-1	-	Negative	0	782	#808080	
Klebsiella_grimontii_strain_4928STDY7071299_NZ_CABGKU010000109_gene_copy-1	+	Positive	1	783	#000000	
Klebsiella_grimontii_strain_4928STDY7071309_NZ_CABGKR010000004_gene_copy-1	+	Positive	1	784	#000000	
Klebsiella_oxytoca_strain_4928STDY7071293_NZ_CABGKK010000046_gene_copy-1	-	Negative	0	785	#808080	
Klebsiella_grimontii_strain_4928STDY7071297_NZ_CABGKM010000002_gene_copy-1	+	Positive	1	786	#000000	
Klebsiella_grimontii_strain_4928STDY7071327_NZ_CABGLA010000005_gene_copy-1	+	Positive	1	787	#000000	
Klebsiella_grimontii_strain_4928STDY7071314_NZ_CABGKV010000001_gene_copy-1	+	Positive	1	788	#000000	
Klebsiella_michiganensis_strain_4928STDY7071333_NZ_CABGLH010000062_gene_copy-1	-	Negative	0	789	#808080	
Klebsiella_michiganensis_strain_4928STDY7071332_NZ_CABGLF010000061_gene_copy-1	-	Negative	0	790	#808080	
Klebsiella_michiganensis_strain_4928STDY7071339_NZ_CABGLJ010000037_gene_copy-1	-	Negative	0	791	#808080	
Klebsiella_michiganensis_strain_4928STDY7071334_NZ_CABGLL010000054_gene_copy-1	+	Positive	1	792	#000000	
Klebsiella_michiganensis_strain_4928STDY7071331_NZ_CABGLI010000065_gene_copy-1	-	Negative	0	793	#808080	
Klebsiella_michiganensis_strain_4928STDY7071337_NZ_CABGLD010000009_gene_copy-1	-	Negative	0	794	#808080	
Klebsiella_michiganensis_strain_4928STDY7071363_NZ_CABGLQ010000029_gene_copy-1	-	Negative	0	795	#808080	
Klebsiella_michiganensis_strain_4928STDY7071362_NZ_CABGLR010000013_gene_copy-1	-	Negative	0	796	#808080	
Klebsiella_grimontii_strain_4928STDY7071404_NZ_CABGMV010000048_gene_copy-1	+	Positive	1	797	#000000	
Klebsiella_grimontii_strain_4928STDY7071413_NZ_CABGNE010000062_gene_copy-1	+	Positive	1	798	#000000	
Klebsiella_grimontii_strain_4928STDY7071415_NZ_CABGNF010000063_gene_copy-1	+	Positive	1	799	#000000	
Klebsiella_grimontii_strain_4928STDY7071420_NZ_CABGNK010000061_gene_copy-1	+	Positive	1	800	#000000	
Klebsiella_grimontii_strain_4928STDY7071425_NZ_CABGNN010000059_gene_copy-1	+	Positive	1	801	#000000	
Klebsiella_grimontii_strain_4928STDY7071421_NZ_CABGNQ010000065_gene_copy-1	+	Positive	1	802	#000000	
Klebsiella_grimontii_strain_4928STDY7071422_NZ_CABGNR010000095_gene_copy-1	+	Positive	1	803	#000000	
Klebsiella_grimontii_strain_4928STDY7071433_NZ_CABGNY010000129_gene_copy-1	+	Positive	1	804	#000000	
Klebsiella_grimontii_strain_4928STDY7071448_NZ_CABGOL010000073_gene_copy-1	+	Positive	1	805	#000000	
Klebsiella_grimontii_strain_4928STDY7071470_NZ_CABGOZ010000130_gene_copy-1	+	Positive	1	806	#000000	
Klebsiella_michiganensis_strain_4928STDY7071458_NZ_CABGOT010000048_gene_copy-1	-	Negative	0	807	#808080	
Klebsiella_grimontii_strain_4928STDY7071460_NZ_CABGPA010000004_gene_copy-1	+	Positive	1	808	#000000	
Klebsiella_oxytoca_strain_4928STDY7071478_NZ_CABGPE010000041_gene_copy-1	+	Positive	1	809	#000000	
Klebsiella_grimontii_strain_4928STDY7071523_NZ_CABGQZ010000083_gene_copy-1	+	Positive	1	810	#000000	
Klebsiella_oxytoca_strain_4928STDY7071547_NZ_CABGRI010000045_gene_copy-1	-	Negative	0	811	#808080	
Klebsiella_grimontii_strain_4928STDY7071567_NZ_CABGSM010000037_gene_copy-1	+	Positive	1	812	#000000	
Klebsiella_grimontii_strain_4928STDY7071670_NZ_CABGUY010000046_gene_copy-1	+	Positive	1	813	#000000	
Klebsiella_grimontii_strain_4928STDY7071668_NZ_CABGVD010000110_gene_copy-1	+	Positive	1	814	#000000	
Klebsiella_michiganensis_strain_4928STDY7071118_NZ_CABGVP010000052_gene_copy-1	-	Negative	0	815	#808080	
Klebsiella_michiganensis_strain_4928STDY7071132_NZ_CABGVR010000007_gene_copy-1	-	Negative	0	816	#808080	
Klebsiella_michiganensis_strain_4928STDY7071121_NZ_CABGVJ010000049_gene_copy-1	-	Negative	0	817	#808080	
Klebsiella_michiganensis_strain_4928STDY7071119_NZ_CABGVT010000018_gene_copy-1	-	Negative	0	818	#808080	
Klebsiella_michiganensis_strain_4928STDY7071131_NZ_CABGVK010000006_gene_copy-1	-	Negative	0	819	#808080	
Klebsiella_grimontii_strain_4928STDY7071144_NZ_CABGVY010000033_gene_copy-1	+	Positive	1	820	#000000	
Klebsiella_grimontii_strain_4928STDY7071147_NZ_CABGWD010000034_gene_copy-1	+	Positive	1	821	#000000	
Klebsiella_grimontii_strain_4928STDY7071153_NZ_CABGWM010000016_gene_copy-1	+	Positive	1	822	#000000	
Klebsiella_michiganensis_strain_4928STDY7071172_NZ_CABGWL010000038_gene_copy-1	+	Positive	1	823	#000000	
Klebsiella_michiganensis_strain_4928STDY7071178_NZ_CABGWU010000071_gene_copy-1	+	Positive	1	824	#000000	
Klebsiella_grimontii_strain_4928STDY7071192_NZ_CABGXF010000007_gene_copy-1	+	Positive	1	825	#000000	
Klebsiella_grimontii_strain_4928STDY7071184_NZ_CABGXA010000001_gene_copy-1	-	Negative	0	826	#808080	
Klebsiella_grimontii_strain_4928STDY7071683_NZ_CABGYL010000061_gene_copy-1	+	Positive	1	827	#000000	
Klebsiella_michiganensis_strain_4928STDY7071678_NZ_CABGYM010000039_gene_copy-1	-	Negative	0	828	#808080	
Klebsiella_michiganensis_strain_4928STDY7071706_NZ_CABGZJ010000009_gene_copy-1	-	Negative	0	829	#808080	
Klebsiella_michiganensis_strain_4928STDY7071709_NZ_CABGZM010000084_gene_copy-1	-	Negative	0	830	#808080	
Klebsiella_grimontii_strain_4928STDY7387682_NZ_CABHBR010000049_gene_copy-1	+	Positive	1	831	#000000	
Klebsiella_grimontii_strain_4928STDY7387684_NZ_CABHCE010000068_gene_copy-1	+	Positive	1	832	#000000	
Klebsiella_grimontii_strain_4928STDY7387690_NZ_CABHCH010000118_gene_copy-1	+	Positive	1	833	#000000	
Klebsiella_oxytoca_strain_4928STDY7387694_NZ_CABHCR010000084_gene_copy-1	-	Negative	0	834	#808080	
Klebsiella_michiganensis_strain_4928STDY7387714_NZ_CABHDA010000001_gene_copy-1	-	Negative	0	835	#808080	
Klebsiella_michiganensis_strain_4928STDY7387742_NZ_CABHDV010000013_gene_copy-1	-	Negative	0	836	#808080	
Klebsiella_michiganensis_strain_4928STDY7071292_NZ_LR607327_gene_copy-1	-	Negative	0	837	#808080	
Klebsiella_grimontii_strain_4928STDY7071328_NZ_LR607336_gene_copy-1	+	Positive	1	838	#000000	
Klebsiella_oxytoca_strain_4928STDY7387745_NZ_CABHEV010000011_gene_copy-1	-	Negative	0	839	#808080	
Klebsiella_grimontii_strain_4928STDY7387754_NZ_CABHES010000041_gene_copy-1	+	Positive	1	840	#000000	
Klebsiella_michiganensis_strain_4928STDY7387753_NZ_CABHET010000013_gene_copy-1	-	Negative	0	841	#808080	
Klebsiella_grimontii_strain_4928STDY7387748_NZ_CABHER010000057_gene_copy-1	-	Negative	0	842	#808080	
Klebsiella_grimontii_strain_4928STDY7387828_NZ_CABHGZ010000008_gene_copy-1	+	Positive	1	843	#000000	
Klebsiella_grimontii_strain_4928STDY7387829_NZ_CABHHC010000015_gene_copy-1	+	Positive	1	844	#000000	
Klebsiella_grimontii_strain_4928STDY7387850_NZ_CABHHR010000008_gene_copy-1	+	Positive	1	845	#000000	
Klebsiella_grimontii_strain_4928STDY7387956_NZ_CABHJN010000086_gene_copy-1	+	Positive	1	846	#000000	
Klebsiella_grimontii_strain_4928STDY7387942_NZ_CABHJO010000110_gene_copy-1	-	Negative	0	847	#808080	
Klebsiella_oxytoca_strain_4928STDY7071102_NZ_CABHJS010000031_gene_copy-1	+	Positive	1	848	#000000	
Klebsiella_michiganensis_strain_4928STDY7071103_NZ_CABHJZ010000021_gene_copy-1	-	Negative	0	849	#808080	
Klebsiella_michiganensis_strain_4928STDY7071104_NZ_CABHJW010000020_gene_copy-1	-	Negative	0	850	#808080	
Klebsiella_michiganensis_strain_4928STDY7071186_NZ_LR607342_gene_copy-1	-	Negative	0	851	#808080	
Klebsiella_michiganensis_strain_4928STDY7071171_NZ_LR607351_gene_copy-1	+	Positive	1	852	#000000	
Klebsiella_grimontii_strain_4928STDY7071187_NZ_LR607341_gene_copy-1	+	Positive	1	853	#000000	
Klebsiella_michiganensis_strain_4928STDY7387759_NZ_LR607369_gene_copy-1	-	Negative	0	854	#808080	
Klebsiella_michiganensis_strain_4928STDY7387738_NZ_LR607366_gene_copy-1	-	Negative	0	855	#808080	
Klebsiella_grimontii_strain_4928STDY7387762_NZ_LR607363_gene_copy-1	-	Negative	0	856	#808080	
Klebsiella_grimontii_strain_4928STDY7387763_NZ_LR607357_gene_copy-1	+	Positive	1	857	#000000	
Klebsiella_michiganensis_strain_4928STDY7387739_NZ_LR607380_gene_copy-1	-	Negative	0	858	#808080	
Klebsiella_michiganensis_isolate_MGYG-HGUT-02351_NZ_CABMHT010000001_consensus-1	-	Negative	0	859	#808080	
Klebsiella_michiganensis_isolate_MGYG-HGUT-02351_NZ_CABMHT010000001_consensus-3	-	Negative	0	860	#808080	
Klebsiella_michiganensis_isolate_SFB9_NZ_CADDTQ010000064_gene_copy-1	-	Negative	0	861	#808080	
Klebsiella_oxytoca_strain_MSB1_10D_NZ_LR890312_consensus-1	+	Positive	1	862	#000000	
Klebsiella_oxytoca_isolate_325_NZ_CAJNJK010000001_consensus-1	-	Negative	0	863	#808080	
Klebsiella_oxytoca_isolate_325_NZ_OW849470_consensus-1	-	Negative	0	864	#808080	
Klebsiella_oxytoca_isolate_145_NZ_CAJNRP010000001_consensus-1	+	Positive	1	865	#000000	
Klebsiella_oxytoca_isolate_145_NZ_OW967374_consensus-1	+	Positive	1	866	#000000	
Klebsiella_oxytoca_isolate_2_NZ_CAJNSB010000001_consensus-1	+	Positive	1	867	#000000	
Klebsiella_oxytoca_isolate_2_NZ_OW967518_consensus-1	+	Positive	1	868	#000000	
Klebsiella_oxytoca_isolate_101_NZ_CAJNWH010000001_consensus-1	+	Positive	1	869	#000000	
Klebsiella_oxytoca_isolate_101_NZ_OW968347_consensus-1	+	Positive	1	870	#000000	
Klebsiella_oxytoca_isolate_101_NZ_CAJNWJ010000001_consensus-1	+	Positive	1	871	#000000	
Klebsiella_oxytoca_isolate_101_NZ_OW968280_consensus-1	+	Positive	1	872	#000000	
Klebsiella_oxytoca_isolate_36_NZ_CAJNXU010000002_consensus-1	+	Positive	1	873	#000000	
Klebsiella_oxytoca_isolate_36_NZ_CAJNXU020000002_consensus-1	+	Positive	1	874	#000000	
Klebsiella_oxytoca_isolate_2_NZ_CAJNYH010000002_consensus-1	+	Positive	1	875	#000000	
Klebsiella_oxytoca_isolate_2_NZ_CAJNYH020000002_consensus-1	+	Positive	1	876	#000000	
Klebsiella_oxytoca_isolate_36_NZ_CAJOWL010000001_consensus-1	+	Positive	1	877	#000000	
Klebsiella_oxytoca_isolate_36_NZ_OW969659_consensus-1	+	Positive	1	878	#000000	
Klebsiella_oxytoca_isolate_328_NZ_CAJPES010000001_consensus-1	-	Negative	0	879	#808080	
Klebsiella_oxytoca_isolate_328_NZ_OW969781_consensus-1	-	Negative	0	880	#808080	
Klebsiella_michiganensis_strain_ARGID_31680_NZ_CAKLOQ010000001_consensus-1	+	Positive	1	881	#000000	
Klebsiella_michiganensis_strain_ARGID_32776_NZ_CAKLPE010000001_consensus-1	-	Negative	0	882	#808080	
Klebsiella_michiganensis_strain_ARGID_32776_NZ_CAKLPE010000001_consensus-2	-	Negative	0	883	#808080	
Klebsiella_oxytoca_strain_ARGID_29498_NZ_CAKLPG010000001_consensus-1	-	Negative	0	884	#808080	
Klebsiella_oxytoca_strain_ARGID_32545_NZ_CAKLPF010000001_consensus-1	+	Positive	1	885	#000000	
Klebsiella_michiganensis_strain_ARGID_31165_NZ_CAKLPI010000001_consensus-1	-	Negative	0	886	#808080	
Klebsiella_michiganensis_isolate_kreshist0060_NZ_CAXLPI010000001_consensus-1	+	Positive	1	887	#000000	
Klebsiella_oxytoca_isolate_kreshist0062_NZ_CAXLPJ010000001_consensus-1	-	Negative	0	888	#808080	
Klebsiella_michiganensis_isolate_kreshist0081_NZ_CAXLPK010000001_consensus-1	+	Positive	1	889	#000000	
Klebsiella_oxytoca_isolate_kreshist0061_NZ_CAXLPL010000001_consensus-1	-	Negative	0	890	#808080	
Klebsiella_oxytoca_isolate_kreshist0061_NZ_CAXLPL010000001_consensus-2	-	Negative	0	891	#808080	
Klebsiella_oxytoca_isolate_kreshist0068_NZ_CAXLPM010000001_consensus-1	-	Negative	0	892	#808080	
Klebsiella_michiganensis_isolate_kreshist0073_NZ_CAXLPN010000001_consensus-1	+	Positive	1	893	#000000	
Klebsiella_michiganensis_isolate_kreshist0054_NZ_CAXLPO010000001_consensus-1	-	Negative	0	894	#808080	
Klebsiella_michiganensis_isolate_kreshist0053_NZ_CAXLPP010000001_consensus-1	-	Negative	0	895	#808080	
Klebsiella_oxytoca_MGH_42_NZ_CAXSZK010000005_gene_copy-1	+	Positive	1	896	#000000	
